Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
SGLC,SGI U.S. Large Cap Core ETF,Equity,73038100,26663,28.47,False,False,False,False,-4.73%,-9.82%,-13.18%,-2.40%,nan,nan,0.0,-4.945965,-10.547911,6.96035,63.148747,63.148747,nan,2023-03-31,0.85%,2.85,2024-12-19,2.85,9.59%,Annually,1.38%,,,152.42%,49.53%,34.82%,27.24%,Summit Global LLC,116,40.21%,51.22%,82.51%,40%,20%,1099,27.37,32.79,28.25,28.63,38.44,B+,C+,A-,B-,B,B-,nan,6.38,30.82%,46.87%,104.78,11.48%,7.54%,Equity
USCA,Xtrackers MSCI USA Climate Action Equity ETF,Equity,2513080000,19710,32.49,False,False,False,False,-4.38%,-8.63%,-12.10%,6.14%,nan,nan,0.0,40.68065,415.8845,462.7968,1930.333,1930.333,nan,2023-04-04,0.07%,0.46,2025-03-21,0.10,1.37%,Quarterly,2.11%,,,117.70%,46.67%,32.60%,24.88%,Deutsche Bank AG,294,33.49%,40.77%,65.29%,40%,20%,1099,31.22,37.10,32.45,32.57,38.48,A-,A,A,B,A,B+,nan,6.37,28.70%,46.40%,80.38,8.70%,5.95%,Equity
IBOT,Vaneck Robotics ETF,Equity,11876000,7221,36.52,False,False,False,False,-2.22%,-12.94%,-11.16%,-5.03%,nan,nan,0.0,-1.81548,3.464166,-689.183114,-679.356605,-679.356605,Technology Equities,2023-04-05,0.47%,2.08,2024-12-23,2.08,5.33%,Annually,1.67%,,,158.97%,55.19%,39.13%,30.87%,VanEck,64,45.72%,56.93%,92.29%,40%,20%,1099,33.57,42.61,36.07,37.05,39.93,nan,B+,nan,nan,nan,C+,nan,7.79,94.60%,94.17%,18.51,2.65%,9.29%,Equity
HAPS,Harbor Human Capital Factor US Small Cap ETF,Equity,114114000,349,24.50,False,False,True,False,-1.95%,-10.57%,-15.92%,-5.08%,nan,nan,0.0,0.0,-0.804,2.1005,110.6735,110.6735,Small Cap Blend Equities,2023-04-12,0.60%,0.21,2024-12-20,0.21,0.83%,Annually,1.73%,,,90.32%,50.16%,35.08%,27.96%,ORIX,201,18.64%,25.31%,57.01%,40%,20%,1099,22.92,28.40,24.50,24.50,39.06,C,B,nan,nan,nan,C,nan,5.52,18.60%,28.05%,88.38,2.93%,4.90%,Equity
PTEC,Global X PropTech ETF,Equity,1691500,154,33.07,False,False,False,False,-1.78%,-5.35%,-0.27%,16.38%,nan,nan,-0.000119,-0.000165,0.000175,-1.739925,0.764089,0.764089,nan,2023-04-11,0.51%,0.05,2024-06-27,0.05,0.14%,Semi-Annually,2.01%,,,99.68%,46.80%,35.41%,28.16%,Mirae Asset Global Investments Co. Ltd.,31,66.87%,86.01%,100.00%,40%,20%,1099,31.36,35.95,33.07,33.07,45.54,C,B+,B-,C+,B-,B+,nan,6.61,58.31%,56.19%,5.51,0.00%,0.47%,Equity
APLY,YieldMax AAPL Option Income Strategy ETF,Equity,112932000,97827,13.22,False,False,False,False,-3.01%,-8.23%,-19.54%,6.16%,nan,nan,0.0,4.949628,19.63456,90.453413,159.559495,159.559495,Technology Equities,2023-04-17,1.06%,4.43,2025-04-10,0.30,31.97%,Monthly,0.98%,,,142.20%,68.24%,46.93%,36.19%,Tidal Financial Group,9,100.00%,100.00%,100.00%,40%,20%,1099,11.94,15.54,13.08,13.33,42.29,A,C,nan,C+,B,A,nan,5.85,48.17%,32.94%,1.57,0.00%,0.00%,Equity
GAPR,FT Vest U.S. Equity Moderate Buffer Fund - Apr,Equity,192846000,55606,35.30,False,False,False,False,-3.53%,-6.23%,-5.84%,4.35%,nan,nan,22.9926,-11.92925,-37.362025,-0.365425,158.6367,158.6367,nan,2023-04-21,0.85%,0.00,nan,nan,0.00%,Annually,1.11%,,,58.64%,31.58%,21.00%,15.14%,First Trust Advisors LP,2,100.00%,100.00%,100.00%,40%,20%,1099,34.50,38.69,35.01,35.60,39.17,B+,C+,B+,A-,B,C+,nan,,nan,nan,nan,nan,nan,Equity
MDLV,Morgan Dempsey Large Cap Value ETF,Equity,22828500,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,1.542426,1.808107,2.367282,13.985085,23.206197,23.206197,nan,2023-04-26,0.59%,nan,nan,nan,nan,Quarterly,nan,,,nan,nan,nan,nan,ETF Architect,39,36.23%,50.89%,100.03%,40%,20%,1099,nan,nan,nan,nan,,nan,B,nan,nan,nan,nan,nan,6.55,40.87%,54.08%,435.99,27.33%,2.89%,Equity
IDUB,Aptus International Enhanced Yield,Equity,271058000,46278,20.39,False,False,True,False,0.44%,-4.03%,1.99%,7.20%,1.23%,nan,1.014115,8.166365,48.624608,106.0897,140.673903,303.380498,Global Equities,2021-07-22,0.44%,1.15,2025-03-28,0.11,5.47%,Quarterly,0.53%,,,78.93%,35.26%,24.38%,18.86%,Aptus Holdings LLC,5,100.00%,100.00%,100.00%,40%,20%,1099,18.87,21.88,20.29,20.51,48.89,A-,A-,C,A-,A-,A-,nan,7.01,9.76%,73.28%,178.26,7.73%,5.14%,Equity
APIE,ActivePassive International Equity ETF,Equity,820993000,79579,28.85,False,False,False,False,0.30%,-7.31%,2.98%,9.31%,nan,nan,0.0,-25.165883,14.495933,118.339758,775.57427,775.57427,nan,2023-05-03,0.45%,0.60,2024-12-23,0.60,2.00%,Annually,1.03%,,,90.56%,41.46%,29.86%,23.52%,Envestnet,382,18.11%,23.38%,48.03%,40%,20%,1099,26.73,31.64,28.68,29.09,46.2,A-,B+,B,B-,B+,B,nan,7.48,39.76%,87.82%,105.2,11.17%,4.95%,Equity
APUE,ActivePassive U.S. Equity ETF,Equity,1502950000,157075,31.33,False,False,False,False,-4.31%,-8.62%,-12.40%,3.84%,nan,nan,5.549325,-36.785115,51.54391,136.283425,1457.504265,1457.504265,nan,2023-05-03,0.33%,0.28,2024-12-23,0.28,0.86%,Annually,1.87%,,,121.77%,43.67%,30.85%,23.79%,Envestnet,308,32.83%,39.08%,58.74%,40%,20%,1099,30.07,35.67,30.97,31.70,38.31,A,A-,A-,B-,A-,B-,nan,6.24,15.50%,42.14%,106.52,12.51%,6.41%,Equity
CAFG,Pacer US Small Cap Cash Cows Growth Leaders ETF,Equity,17871100,10167,21.72,False,False,False,False,-2.78%,-7.85%,-14.56%,-3.01%,nan,nan,0.0,0.599115,0.540358,10.440598,19.255505,19.255505,Small Cap Growth Equities,2023-05-02,0.59%,0.08,2025-03-06,0.03,0.36%,Quarterly,1.34%,,,86.67%,45.73%,33.06%,25.92%,Pacer Advisors,101,24.96%,33.19%,73.38%,40%,20%,1099,20.79,24.82,21.57,21.88,39.61,nan,B,nan,nan,nan,C+,nan,5.55,20.26%,28.36%,127.89,1.29%,14.55%,Equity
DOGG,FT Vest DJIA Dogs 10 Target Income ETF,Equity,33841500,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,0.0,4.77725,6.94715,6.206,34.0858,34.0858,nan,2023-04-26,0.75%,nan,nan,nan,nan,Monthly,nan,,,nan,nan,nan,nan,First Trust,13,95.21%,100.00%,100.00%,40%,20%,1099,nan,nan,nan,nan,,nan,B-,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
HEAT,Touchstone Climate Transition ETF,Equity,10917900,375,23.79,False,False,False,False,-2.02%,-7.08%,-6.46%,-0.31%,nan,nan,0.0,0.0,-0.02045,-0.02335,0.652075,0.652075,Global Equities,2023-05-02,0.69%,0.16,2024-12-30,0.16,0.65%,Annually,0.85%,,,89.29%,43.93%,30.98%,24.32%,Western & Southern Mutual Holding Co.,56,22.50%,32.61%,93.90%,40%,20%,1099,22.36,26.29,23.79,23.79,43.73,nan,B-,nan,nan,nan,C,nan,7.38,97.06%,85.37%,219.3,7.92%,8.79%,Equity
MAYT,AllianzIM U.S. Large Cap Buffer10 May ETF,Equity,12929500,878,30.45,False,False,False,False,-4.15%,-7.68%,-8.25%,3.99%,nan,nan,0.0,0.0,-1.661038,0.377923,0.679918,0.679918,nan,2023-04-28,0.74%,0.00,nan,nan,0.00%,Annually,1.20%,,,72.74%,36.45%,24.68%,17.93%,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,29.73,34.08,30.42,30.47,37.67,B,B-,A-,B+,B,C+,nan,,nan,nan,nan,nan,nan,Equity
MAYW,AllianzIM U.S. Large Cap Buffer20 May ETF,Equity,56168400,10092,28.81,False,False,False,False,-4.02%,-6.10%,-5.32%,2.90%,nan,nan,0.0,8.565265,7.032633,17.837328,40.523005,40.523005,nan,2023-04-28,0.74%,0.00,nan,nan,0.00%,Annually,0.84%,,,54.74%,28.23%,18.77%,13.72%,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,28.33,31.56,28.64,28.95,37.26,B,B-,B,A-,B,C+,nan,,nan,nan,nan,nan,nan,Equity
IQRA,NYLI CBRE Real Assets ETF,Equity,5275800,159,25.97,False,False,False,False,0.58%,-1.90%,1.39%,12.15%,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,2023-05-10,0.65%,0.84,2025-03-21,0.07,3.20%,Quarterly,1.13%,,,74.44%,29.42%,20.54%,17.16%,New York Life,101,26.95%,35.53%,74.29%,40%,20%,1099,24.48,27.32,25.97,25.97,49.97,C,B,B,B,B,A-,nan,6.71,89.81%,60.52%,522.64,11.49%,14.50%,Equity
BBEM,JPMorgan BetaBuilders Emerging Markets Equity ETF,Equity,907632000,37098,50.73,False,False,False,False,-0.70%,-5.89%,-0.23%,6.64%,nan,nan,0.0,0.0,0.0,325.078,865.588,865.588,Emerging Markets Equities,2023-05-10,0.15%,1.51,2025-03-25,0.17,2.88%,Quarterly,1.68%,,,73.82%,38.50%,28.24%,22.06%,JPMorgan Chase,1104,24.81%,29.21%,43.89%,40%,20%,1099,47.33,55.30,50.57,50.92,46.29,nan,A,nan,nan,nan,nan,nan,5.93,24.25%,34.92%,323.72,2.74%,4.34%,Equity
LUX,Tema Luxury ETF,Equity,2426600,1757,19.91,False,False,False,False,-1.68%,-9.47%,-9.48%,-15.16%,nan,nan,0.0,0.0,0.0,-4.888038,1.915723,1.915723,Consumer Discretionary Equities,2023-05-11,0.75%,0.62,2024-12-11,0.62,2.99%,Annually,1.06%,,,72.39%,41.33%,29.55%,24.16%,Dawn Global Topco Ltd.,47,64.95%,78.37%,100.04%,40%,20%,1099,18.82,22.28,19.88,19.93,38.51,C+,B-,nan,C+,B-,B+,nan,6.56,47.37%,54.18%,114.65,26.69%,0.02%,Equity
BDGS,Bridges Capital Tactical ETF,Equity,34318200,7900,30.37,False,False,False,False,-2.35%,-2.57%,-3.69%,12.30%,nan,nan,0.0,-0.912618,5.222333,12.034569,31.078485,31.078485,nan,2023-05-10,0.88%,0.57,2024-12-30,0.57,1.83%,Annually,1.66%,,,7.72%,31.10%,22.14%,16.54%,ETF Architect,19,87.26%,96.93%,100.02%,40%,20%,1099,29.70,31.99,30.20,30.53,43.97,B-,C+,B+,A-,B,B,nan,,nan,nan,nan,nan,nan,Equity
NVDY,YieldMax NVDA Option Income Strategy ETF,Equity,1186370000,2706200,13.61,False,False,False,False,-11.05%,-17.72%,-28.09%,13.72%,nan,nan,30.176585,72.998003,497.93854,1641.976665,2068.45475,2068.45475,nan,2023-05-10,1.27%,16.27,2025-03-27,0.79,113.30%,Monthly,1.94%,,,258.70%,65.82%,57.46%,56.67%,Tidal Financial Group,9,99.99%,99.99%,99.99%,40%,20%,1099,13.14,16.96,13.34,13.89,38.29,A,C,A+,C,B+,A,nan,5.82,42.30%,32.36%,1.57,0.00%,0.00%,Equity
RSHO,Tema American Reshoring ETF,Equity,122661000,102629,31.76,False,False,False,False,-3.54%,-8.97%,-14.85%,-5.45%,nan,nan,0.0,-66.75858,8.822279,131.369506,145.583574,145.583574,Industrials Equities,2023-05-11,0.75%,0.10,2024-12-11,0.10,0.30%,Annually,2.27%,,,94.32%,53.23%,37.39%,29.94%,Tema Global Ltd.,29,49.89%,70.26%,100.02%,40%,20%,1099,30.15,36.07,31.34,32.33,40.33,C+,B,nan,C+,B-,B,nan,6.85,72.73%,66.60%,162.51,7.22%,2.77%,Equity
TOLL,Tema Monopolies and Oligopolies ETF,Equity,49523600,14413,29.86,False,False,False,False,-3.85%,-7.44%,-5.91%,3.20%,nan,nan,0.0,1.841001,32.35457,45.171072,50.27112,50.27112,Global Equities,2023-05-11,0.55%,0.63,2024-12-11,0.63,2.01%,Annually,1.09%,,,127.83%,47.60%,32.64%,25.02%,Tema Global Ltd.,42,40.10%,54.62%,99.97%,40%,20%,1099,28.66,33.44,29.49,30.33,41.53,C+,B,nan,B-,B-,B,nan,7.27,95.80%,82.21%,35.63,7.92%,4.48%,Equity
EMC,Global X Emerging Markets Great Consumer ETF,Equity,83548600,15741,25.19,False,False,False,False,-0.51%,-6.84%,-3.36%,1.78%,nan,nan,0.018027,0.014131,-21.308998,-76.065926,-679.437547,-59.581351,Emerging Markets Equities,2010-09-24,0.75%,0.30,2024-12-30,0.18,1.13%,Semi-Annually,0.76%,,,78.74%,41.65%,30.76%,24.30%,Mirae Asset Global Investments Co. Ltd.,74,36.82%,46.29%,86.00%,40%,20%,1099,23.42,27.58,25.06,25.30,45.98,A,B-,nan,nan,nan,B,nan,5.95,25.82%,35.31%,87.5,0.00%,1.86%,Equity
BKIV,BNY Mellon Innovators ETF,Equity,13097300,357,29.11,False,False,False,False,-4.05%,-10.90%,-18.02%,0.97%,nan,nan,0.0,0.0,0.0,0.0,11.4105,11.4105,nan,2023-05-16,0.50%,0.00,nan,nan,0.00%,Annually,2.49%,,,181.91%,57.78%,46.06%,36.73%,BNY Mellon,50,47.00%,57.96%,100.00%,40%,20%,1099,27.14,33.89,29.11,29.11,40.15,C,B+,A-,C+,B-,C,nan,6.2,13.12%,40.88%,16.6,1.32%,20.78%,Equity
BKWO,BNY Mellon Women's Opportunities ETF,Equity,13245800,1854,29.47,False,False,False,False,-4.81%,-10.37%,-14.46%,-3.26%,nan,nan,0.0,0.0,1.78585,1.78585,11.78585,11.78585,nan,2023-05-16,0.50%,0.13,2024-12-27,0.13,0.40%,Annually,1.70%,,,155.86%,52.01%,36.98%,28.11%,BNY Mellon,50,46.78%,57.31%,99.99%,40%,20%,1099,28.26,34.22,29.28,29.85,38.08,C,B+,A-,B-,B-,B-,nan,7.06,93.03%,74.95%,53.59,9.10%,9.21%,Equity
CHAT,Roundhill Generative AI & Technology ETF,Equity,209554000,101208,31.72,False,False,False,False,-6.10%,-14.69%,-21.60%,-0.50%,nan,nan,-7.171043,-13.375965,45.605383,99.93164,228.876735,228.876735,nan,2023-05-18,0.75%,0.00,nan,nan,0.00%,Annually,3.13%,,,181.19%,67.09%,50.15%,42.47%,Tidal Financial Group,35,44.89%,60.56%,100.01%,40%,20%,1099,29.85,38.30,31.25,32.26,38.26,A,B-,A-,C,B-,C,nan,6.05,36.47%,37.30%,213.55,7.84%,9.54%,Equity
ECML,Euclidean Fundamental Value ETF,Equity,134525000,9265,27.95,False,False,False,False,-2.42%,-8.99%,-11.80%,-12.42%,nan,nan,-6.279372,-9.646312,-16.450774,-19.063657,-17.391785,-17.391785,nan,2023-05-18,0.95%,0.31,2024-12-30,0.31,1.07%,Annually,1.55%,,,84.54%,43.17%,30.60%,24.11%,ETF Architect,64,23.23%,33.13%,86.71%,40%,20%,1099,26.62,31.99,27.95,27.95,39.3,C+,C+,B,C+,B-,B,nan,5.94,6.06%,35.13%,259.58,5.89%,16.18%,Equity
PEMX,Putnam Emerging Markets ex-China ETF,Equity,7542300,905,49.95,False,False,False,False,0.80%,-2.42%,-2.93%,9.12%,nan,nan,0.0,0.0,0.0,0.0,5.99996,5.99996,nan,2023-05-17,0.85%,2.57,2024-12-27,2.57,5.02%,Annually,1.67%,,,82.97%,35.64%,25.64%,21.36%,Franklin Templeton,49,40.76%,51.24%,100.00%,40%,20%,1099,46.54,52.64,49.94,49.98,49.64,C+,C+,A,C+,B-,B,nan,5.94,25.07%,35.19%,494.24,2.04%,2.73%,Equity
GMAY,FT Vest U.S. Equity Moderate Buffer ETF - May,Equity,209779000,46535,34.43,False,False,False,False,-2.69%,-5.54%,-6.67%,1.48%,nan,nan,-6.08685,13.853825,-15.978975,110.0047,189.4235,189.4235,nan,2023-05-19,0.85%,0.00,nan,nan,0.00%,Annually,1.13%,,,69.62%,29.99%,20.71%,15.32%,First Trust Advisors LP,2,100.00%,100.00%,100.00%,40%,20%,1099,33.37,37.44,34.22,34.65,40.38,A,C+,B,A-,B,C,nan,,nan,nan,nan,nan,nan,Equity
SMAY,FT Vest U.S. Small Cap Moderate Buffer ETF - May,Equity,77584600,25790,22.81,False,False,False,False,-0.40%,-4.12%,-7.99%,4.26%,nan,nan,0.0,3.47095,11.8242,55.98735,76.3631,76.3631,nan,2023-05-19,0.90%,0.00,nan,nan,0.00%,Annually,0.94%,,,35.36%,23.48%,16.90%,13.95%,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,21.99,24.16,22.72,22.89,41.57,A-,C+,B,B+,B-,C,nan,,nan,nan,nan,nan,nan,Equity
BLCV,iShares Large Cap Value Active ETF,Equity,28329500,14005,30.15,False,False,False,False,-1.98%,-7.01%,-4.14%,1.86%,nan,nan,0.303197,5.68819,17.551726,23.103279,23.757371,23.757371,nan,2023-05-19,0.46%,0.52,2025-03-18,0.13,1.69%,Quarterly,1.06%,,,73.93%,37.23%,25.68%,19.78%,BlackRock Inc.,56,29.15%,41.48%,96.90%,40%,20%,1099,28.82,33.55,29.88,30.43,41.31,B-,B+,A-,B+,B+,B+,nan,6.54,61.83%,53.56%,88.96,17.85%,2.78%,Equity
JUNT,AllianzIM U.S. Large Cap Buffer10 Jun ETF,Equity,15611900,3781,29.77,False,False,False,False,-2.90%,-6.30%,-7.90%,3.02%,nan,nan,0.0,2.331908,0.706213,6.36969,6.00484,6.00484,nan,2023-05-31,0.74%,0.00,nan,nan,0.00%,Annually,1.16%,,,76.76%,33.12%,22.95%,17.03%,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,28.96,32.68,29.63,29.88,38.94,A-,B-,B+,B+,B,C,nan,,nan,nan,nan,nan,nan,Equity
JUNW,AllianzIM U.S. Large Cap Buffer20 Jun ETF,Equity,47512400,32537,28.39,False,False,False,False,-2.58%,-4.90%,-5.46%,2.22%,nan,nan,-40.41296,-40.41296,-42.707388,22.365883,33.86336,33.86336,nan,2023-05-31,0.74%,0.00,nan,nan,0.00%,Annually,0.82%,,,52.26%,24.03%,16.59%,12.18%,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,27.83,30.53,28.29,28.47,38.57,A,B-,B,A-,B,C,nan,,nan,nan,nan,nan,nan,Equity
RSPC,Invesco S&P 500 Equal Weight Communication Services ETF,Equity,46341700,8308,32.62,False,False,True,False,-2.75%,-6.64%,-4.36%,16.40%,0.64%,9.64%,0.0,2.81988,-3.95351,-31.27288,-6.93188,7.98953,Communications Equities,2018-11-07,0.40%,0.37,2025-03-24,0.10,1.10%,Quarterly,2.55%,,,107.50%,39.66%,27.70%,21.41%,Invesco,26,48.58%,70.81%,100.01%,40%,20%,1099,31.48,36.45,32.34,33.00,41.53,A-,A-,C,C,B,B+,nan,5.09,32.56%,22.33%,18.59,0.00%,0.22%,Equity
RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,Equity,182726000,89332,45.92,False,False,True,False,-2.73%,-8.98%,-13.75%,-0.67%,1.01%,14.23%,0.003,-2.29304,-102.76944,-226.35839,-278.058713,0.859357,Consumer Discretionary Equities,2006-11-01,0.40%,0.50,2025-03-24,0.18,1.04%,Quarterly,3.05%,,,158.47%,49.62%,34.91%,27.35%,Invesco,53,22.03%,32.30%,98.36%,40%,20%,1099,43.72,52.48,45.40,46.37,39.69,A-,A-,B+,C+,B+,B+,nan,6.29,63.28%,43.46%,77.79,13.14%,1.42%,Equity
RSPF,Invesco S&P 500 Equal Weight Financials ETF,Equity,279396000,15840,65.64,False,False,True,False,-3.22%,-9.07%,-8.88%,9.14%,3.00%,16.45%,0.0,-2.08083,0.95541,0.29793,-221.64488,32.21999,Financials Equities,2006-11-01,0.40%,0.62,2025-03-24,0.34,0.91%,Quarterly,5.40%,,,133.46%,47.03%,32.81%,25.92%,Invesco,74,15.00%,22.15%,70.40%,40%,20%,1099,62.55,75.72,63.03,70.13,39.85,A-,A-,C,C,B,A-,nan,6.56,43.85%,54.30%,6.15,1.51%,0.28%,Equity
RSPG,Invesco S&P 500 Equal Weight Energy ETF,Equity,418478000,89551,68.91,False,False,True,False,0.06%,-15.57%,-9.19%,-14.47%,2.02%,27.97%,1.39022,-14.59705,-49.42911,-101.73839,-150.48269,131.47998,Energy Equities,2006-11-01,0.40%,1.95,2025-03-24,0.51,2.75%,Quarterly,3.33%,,,160.96%,67.05%,46.94%,36.22%,Invesco,23,48.14%,70.62%,100.02%,40%,20%,1099,61.24,87.49,68.08,69.87,40.08,A,A-,C,C,B,A,nan,7.07,95.07%,75.53%,412.55,0.00%,0.36%,Equity
RSPH,Invesco S&P 500 Equal Weight Health Care ETF,Equity,711605000,97929,26.81,False,False,True,False,-4.86%,-10.42%,-8.34%,-8.26%,-4.27%,5.38%,0.0,-8.7793,-42.13988,-166.42237,-169.97828,-201.87085,Health & Biotech Equities,2006-11-01,0.40%,0.22,2025-03-24,0.06,0.78%,Quarterly,0.98%,,,101.21%,34.51%,24.19%,19.71%,Invesco,62,18.98%,28.10%,85.90%,40%,20%,1099,26.33,30.65,26.54,27.19,35.8,B,A-,B-,B,B,B+,nan,7.13,90.68%,77.97%,13.57,0.00%,12.50%,Equity
RSPM,Invesco S&P 500 Equal Weight Materials ETF,Equity,164770000,33448,29.03,False,False,True,False,-2.45%,-10.10%,-10.87%,-15.10%,-7.16%,12.25%,-1.4603,-4.68891,-59.27119,-88.0201,-333.03304,-71.15605,Materials,2006-11-01,0.40%,0.33,2024-09-23,0.17,1.11%,Quarterly,1.94%,,,107.62%,49.33%,34.89%,26.82%,Invesco,27,42.20%,61.43%,99.99%,40%,20%,1099,27.09,33.23,28.77,29.31,40.58,B+,A-,C,C+,B,A-,nan,6.94,85.43%,70.55%,465.82,4.00%,5.53%,Equity
RSPN,Invesco S&P 500 Equal Weight Industrials ETF,Equity,549055000,87384,45.43,False,False,True,False,-3.79%,-7.95%,-9.30%,1.49%,7.66%,18.40%,-29.55262,-46.27897,-35.5729,-150.89364,27.49155,145.78777,Industrials Equities,2006-11-01,0.40%,0.49,2025-03-24,0.11,1.05%,Quarterly,2.92%,,,155.72%,46.92%,32.49%,24.96%,Invesco,79,14.52%,21.43%,67.12%,40%,20%,1099,43.25,51.34,44.87,46.05,40.93,B+,A-,A-,C+,B+,B+,nan,7.02,79.14%,73.68%,93.64,19.65%,4.05%,Equity
RSPS,Invesco S&P 500 Equal Weight Consumer Staples ETF,Equity,261203000,73610,30.32,False,False,True,False,-0.58%,1.03%,0.73%,-3.51%,-3.66%,4.49%,1.49045,-5.50918,-21.13174,-150.16755,-204.17342,-258.64667,Consumer Staples Equities,2006-11-01,0.40%,0.45,2024-12-23,0.23,1.46%,Quarterly,0.86%,,,74.95%,25.91%,20.80%,17.39%,Invesco,39,29.13%,42.51%,100.00%,40%,20%,1099,29.07,31.14,nan,nan,51.46,A,A-,B-,B+,A-,A-,nan,7.26,83.16%,82.00%,46.44,12.71%,9.72%,Equity
RSPT,Invesco S&P 500 Equal Weight Technology ETF,Equity,2777850000,497194,31.04,False,False,True,False,-4.17%,-12.31%,-16.95%,-3.00%,4.40%,12.99%,-5.71518,-12.54572,-80.97699,-834.37552,16.42961,-119.53062,Technology Equities,2006-11-01,0.40%,0.13,2025-03-24,0.04,0.39%,Quarterly,2.07%,,,141.95%,61.97%,44.04%,34.17%,Invesco,71,16.76%,24.51%,75.18%,40%,20%,1099,29.03,36.73,30.64,31.43,39.0,A,A-,B+,C,B+,B+,nan,7.35,87.55%,84.46%,33.27,5.01%,6.29%,Equity
RSPU,Invesco S&P 500 Equal Weight Utilities ETF,Equity,412284000,50900,67.04,False,False,False,False,-2.02%,-3.48%,2.67%,22.65%,4.68%,10.36%,18.4359,33.9223,38.31753,119.16013,84.70649,40.37155,Utilities Equities,2006-11-01,0.40%,1.71,2025-03-24,0.46,2.47%,Quarterly,4.38%,,,97.01%,28.43%,21.49%,19.15%,Invesco,33,33.91%,50.19%,100.03%,40%,20%,1099,64.80,71.05,66.15,68.15,47.27,A-,A-,C,C+,B,A-,nan,6.66,50.00%,58.08%,1764.22,54.13%,6.68%,Equity
RSPR,Invesco S&P 500 Equal Weight Real Estate ETF,Equity,106996000,18192,33.53,False,False,True,False,-0.61%,-6.25%,-4.71%,11.20%,-4.96%,9.74%,0.0,-7.15351,4.42047,-9.94045,-32.11217,96.2298,Real Estate,2015-08-13,0.40%,0.42,2024-12-23,0.22,1.23%,Quarterly,2.17%,,,135.35%,36.25%,26.09%,22.89%,Invesco,32,34.20%,50.61%,100.04%,40%,20%,1099,31.60,36.75,33.15,33.94,44.24,B+,A-,C,C+,B,A-,nan,6.22,63.58%,41.58%,67.5,3.37%,16.75%,Equity
GXUS,Goldman Sachs MarketBeta Total International Equity ETF,Equity,455535000,313,45.10,False,False,False,False,0.63%,-4.28%,4.14%,8.58%,nan,nan,0.0,0.0,0.0,-3.372,7.81825,7.81825,nan,2023-05-31,0.18%,1.39,2025-03-25,0.25,3.02%,Quarterly,1.33%,,,81.02%,35.37%,25.14%,19.78%,Goldman Sachs,2796,10.07%,13.51%,28.11%,40%,20%,1099,41.47,48.60,45.10,45.10,49.32,C,A,B,B,B,B+,nan,7.13,15.48%,77.87%,165.73,9.99%,5.81%,Equity
RUNN,Running Oak Efficient Growth ETF,Equity,310209000,62246,30.39,False,False,False,False,-3.71%,-6.18%,-7.26%,4.19%,nan,nan,2.32275,8.608768,65.813118,172.913273,303.068514,303.068514,nan,2023-06-07,0.58%,0.13,2024-12-23,0.13,0.40%,Annually,1.54%,,,73.70%,37.06%,25.86%,20.15%,Running Oak Capital LLC,55,20.43%,29.96%,92.28%,40%,20%,1099,29.35,33.63,30.04,30.77,40.46,B+,B,A-,B,B+,B-,nan,6.85,86.47%,66.88%,82.44,11.40%,2.14%,Equity
USCL,iShares Climate Conscious & Transition MSCI USA ETF,Equity,2040320000,9848,61.71,False,False,False,False,-4.37%,-8.58%,-12.05%,6.03%,nan,nan,0.0,38.612886,12.473199,-3.830094,1532.839604,1532.839604,nan,2023-06-06,0.08%,0.86,2025-03-18,0.20,1.31%,Quarterly,4.00%,,,116.99%,45.84%,32.17%,24.71%,BlackRock Inc.,293,33.56%,40.86%,65.47%,40%,20%,1099,59.45,70.42,61.42,62.19,38.34,B+,A,A,B,A-,B,nan,6.37,27.66%,46.26%,80.17,8.66%,5.95%,Equity
